name:suite,T_instructions,T_cycles,T_stalled_cycles_backend,T_lsq_load_evs,T_lsq_store_evs,time_elapsed_s,speedup_il,speedup_an,G_mem_acc_0_to_0,G_mem_acc_0_to_1,G_mem_acc_0_to_2,G_mem_acc_0_to_3,G_mem_acc_0_to_4,G_mem_acc_0_to_5,G_mem_acc_0_to_6,G_mem_acc_0_to_7,G_mem_acc_1_to_0,G_mem_acc_1_to_1,G_mem_acc_1_to_2,G_mem_acc_1_to_3,G_mem_acc_1_to_4,G_mem_acc_1_to_5,G_mem_acc_1_to_6,G_mem_acc_1_to_7,G_mem_acc_2_to_0,G_mem_acc_2_to_1,G_mem_acc_2_to_2,G_mem_acc_2_to_3,G_mem_acc_2_to_4,G_mem_acc_2_to_5,G_mem_acc_2_to_6,G_mem_acc_2_to_7,G_mem_acc_3_to_0,G_mem_acc_3_to_1,G_mem_acc_3_to_2,G_mem_acc_3_to_3,G_mem_acc_3_to_4,G_mem_acc_3_to_5,G_mem_acc_3_to_6,G_mem_acc_3_to_7,G_mem_acc_4_to_0,G_mem_acc_4_to_1,G_mem_acc_4_to_2,G_mem_acc_4_to_3,G_mem_acc_4_to_4,G_mem_acc_4_to_5,G_mem_acc_4_to_6,G_mem_acc_4_to_7,G_mem_acc_5_to_0,G_mem_acc_5_to_1,G_mem_acc_5_to_2,G_mem_acc_5_to_3,G_mem_acc_5_to_4,G_mem_acc_5_to_5,G_mem_acc_5_to_6,G_mem_acc_5_to_7,G_mem_acc_6_to_0,G_mem_acc_6_to_1,G_mem_acc_6_to_2,G_mem_acc_6_to_3,G_mem_acc_6_to_4,G_mem_acc_6_to_5,G_mem_acc_6_to_6,G_mem_acc_6_to_7,G_mem_acc_7_to_0,G_mem_acc_7_to_1,G_mem_acc_7_to_2,G_mem_acc_7_to_3,G_mem_acc_7_to_4,G_mem_acc_7_to_5,G_mem_acc_7_to_6,G_mem_acc_7_to_7,best_policy
lu:easy,1.14720888405,21.4477463738,10.4914468049,5.1622938e-05,0.096890365486,120.898125,3.793700602090648,6.846358037799956,0.3445547541875,6.98229583875,0.030379984125,2.229202942125,0.0289140779375,4.42323508575,0.0313826406875,5.109759636,0.3445547541875,6.98229583875,0.030379984125,2.229202942125,0.0289140779375,4.42323508575,0.0313826406875,5.109759636,0.3445547541875,6.98229583875,0.030379984125,2.229202942125,0.0289140779375,4.42323508575,0.0313826406875,5.109759636,0.3445547541875,6.98229583875,0.030379984125,2.229202942125,0.0289140779375,4.42323508575,0.0313826406875,5.109759636,0.3445547541875,6.98229583875,0.030379984125,2.229202942125,0.0289140779375,4.42323508575,0.0313826406875,5.109759636,0.3445547541875,6.98229583875,0.030379984125,2.229202942125,0.0289140779375,4.42323508575,0.0313826406875,5.109759636,0.3445547541875,6.98229583875,0.030379984125,2.229202942125,0.0289140779375,4.42323508575,0.0313826406875,5.109759636,0.3445547541875,6.98229583875,0.030379984125,2.229202942125,0.0289140779375,4.42323508575,0.0313826406875,5.109759636,autonuma
lu_cb:splash2x,1.32097775295,0.925647830631,0.08351796610960001,0.0026583971565000003,0.00150181047175,14.463125,1.000432320262851,0.9606060606060606,0.8016632896875,1.1811199733125,0.4690456955,1.2363923274375,0.7315824065625,1.390658928875,0.86277199525,1.5376710129375,0.8016632896875,1.1811199733125,0.4690456955,1.2363923274375,0.7315824065625,1.390658928875,0.86277199525,1.5376710129375,0.8016632896875,1.1811199733125,0.4690456955,1.2363923274375,0.7315824065625,1.390658928875,0.86277199525,1.5376710129375,0.8016632896875,1.1811199733125,0.4690456955,1.2363923274375,0.7315824065625,1.390658928875,0.86277199525,1.5376710129375,0.8016632896875,1.1811199733125,0.4690456955,1.2363923274375,0.7315824065625,1.390658928875,0.86277199525,1.5376710129375,0.8016632896875,1.1811199733125,0.4690456955,1.2363923274375,0.7315824065625,1.390658928875,0.86277199525,1.5376710129375,0.8016632896875,1.1811199733125,0.4690456955,1.2363923274375,0.7315824065625,1.390658928875,0.86277199525,1.5376710129375,0.8016632896875,1.1811199733125,0.4690456955,1.2363923274375,0.7315824065625,1.390658928875,0.86277199525,1.5376710129375,interleave
lu_ncb:splash2x,1.3160707147700001,1.41063250236,0.199552281393,0.0001186778995,0.011278565890000002,14.56375,1.031929498250742,0.9772689146116424,1.288703007,1.818120891375,1.3604887586875,3.9583016145625,1.423167777375,3.90235117825,1.9722437345,3.1827727775,1.288703007,1.818120891375,1.3604887586875,3.9583016145625,1.423167777375,3.90235117825,1.9722437345,3.1827727775,1.288703007,1.818120891375,1.3604887586875,3.9583016145625,1.423167777375,3.90235117825,1.9722437345,3.1827727775,1.288703007,1.818120891375,1.3604887586875,3.9583016145625,1.423167777375,3.90235117825,1.9722437345,3.1827727775,1.288703007,1.818120891375,1.3604887586875,3.9583016145625,1.423167777375,3.90235117825,1.9722437345,3.1827727775,1.288703007,1.818120891375,1.3604887586875,3.9583016145625,1.423167777375,3.90235117825,1.9722437345,3.1827727775,1.288703007,1.818120891375,1.3604887586875,3.9583016145625,1.423167777375,3.90235117825,1.9722437345,3.1827727775,1.288703007,1.818120891375,1.3604887586875,3.9583016145625,1.423167777375,3.90235117825,1.9722437345,3.1827727775,interleave
mg.c:npb,0.510488498224,8.71108088402,4.18873276101,2.4056614402000003,0.23662386418200002,90.0075,2.945572804810701,1.9568443079598883,0.3326497484375,10.4033664780625,0.0837966909375,1.994355150125,0.4977880419375,2.06754440475,0.07385022675,1.07713509775,0.3326497484375,10.4033664780625,0.0837966909375,1.994355150125,0.4977880419375,2.06754440475,0.07385022675,1.07713509775,0.3326497484375,10.4033664780625,0.0837966909375,1.994355150125,0.4977880419375,2.06754440475,0.07385022675,1.07713509775,0.3326497484375,10.4033664780625,0.0837966909375,1.994355150125,0.4977880419375,2.06754440475,0.07385022675,1.07713509775,0.3326497484375,10.4033664780625,0.0837966909375,1.994355150125,0.4977880419375,2.06754440475,0.07385022675,1.07713509775,0.3326497484375,10.4033664780625,0.0837966909375,1.994355150125,0.4977880419375,2.06754440475,0.07385022675,1.07713509775,0.3326497484375,10.4033664780625,0.0837966909375,1.994355150125,0.4977880419375,2.06754440475,0.07385022675,1.07713509775,0.3326497484375,10.4033664780625,0.0837966909375,1.994355150125,0.4977880419375,2.06754440475,0.07385022675,1.07713509775,interleave
ocean_cp:splash2x,0.359647814861,5.35738027813,3.09636233848,0.943952312611,0.239460039377,86.26,3.1660855202789504,2.4905442471488377,3.1292105895625,2.634163559,1.1299766345625,7.7584274345625,3.598315058,4.085094388625,2.3768980249375,6.3939247329375,3.1292105895625,2.634163559,1.1299766345625,7.7584274345625,3.598315058,4.085094388625,2.3768980249375,6.3939247329375,3.1292105895625,2.634163559,1.1299766345625,7.7584274345625,3.598315058,4.085094388625,2.3768980249375,6.3939247329375,3.1292105895625,2.634163559,1.1299766345625,7.7584274345625,3.598315058,4.085094388625,2.3768980249375,6.3939247329375,3.1292105895625,2.634163559,1.1299766345625,7.7584274345625,3.598315058,4.085094388625,2.3768980249375,6.3939247329375,3.1292105895625,2.634163559,1.1299766345625,7.7584274345625,3.598315058,4.085094388625,2.3768980249375,6.3939247329375,3.1292105895625,2.634163559,1.1299766345625,7.7584274345625,3.598315058,4.085094388625,2.3768980249375,6.3939247329375,3.1292105895625,2.634163559,1.1299766345625,7.7584274345625,3.598315058,4.085094388625,2.3768980249375,6.3939247329375,interleave
ocean_ncp:splash2x,0.35651344600999996,2.45417299714,1.2673676580500002,0.0472109428472,0.31160450877900003,34.43875,1.1112410761101923,1.0337698397808712,4.8123040405,4.078763667625,5.0084857389375,4.687133230125,4.1298252755,4.8870332191875,4.8171210331875,3.8574935409375,4.8123040405,4.078763667625,5.0084857389375,4.687133230125,4.1298252755,4.8870332191875,4.8171210331875,3.8574935409375,4.8123040405,4.078763667625,5.0084857389375,4.687133230125,4.1298252755,4.8870332191875,4.8171210331875,3.8574935409375,4.8123040405,4.078763667625,5.0084857389375,4.687133230125,4.1298252755,4.8870332191875,4.8171210331875,3.8574935409375,4.8123040405,4.078763667625,5.0084857389375,4.687133230125,4.1298252755,4.8870332191875,4.8171210331875,3.8574935409375,4.8123040405,4.078763667625,5.0084857389375,4.687133230125,4.1298252755,4.8870332191875,4.8171210331875,3.8574935409375,4.8123040405,4.078763667625,5.0084857389375,4.687133230125,4.1298252755,4.8870332191875,4.8171210331875,3.8574935409375,4.8123040405,4.078763667625,5.0084857389375,4.687133230125,4.1298252755,4.8870332191875,4.8171210331875,3.8574935409375,interleave
prod:easy,2.5422346411000003,65.6645166622,30.8923948062,3.723005175e-05,0.0161788552115,380.426875,1.9701220558200647,2.915776867619937,1.493067029375,99.1396514188125,29.5800034735,88.440659549625,0.1145451264375,59.035774915125,0.116416991125,42.820322411375,1.493067029375,99.1396514188125,29.5800034735,88.440659549625,0.1145451264375,59.035774915125,0.116416991125,42.820322411375,1.493067029375,99.1396514188125,29.5800034735,88.440659549625,0.1145451264375,59.035774915125,0.116416991125,42.820322411375,1.493067029375,99.1396514188125,29.5800034735,88.440659549625,0.1145451264375,59.035774915125,0.116416991125,42.820322411375,1.493067029375,99.1396514188125,29.5800034735,88.440659549625,0.1145451264375,59.035774915125,0.116416991125,42.820322411375,1.493067029375,99.1396514188125,29.5800034735,88.440659549625,0.1145451264375,59.035774915125,0.116416991125,42.820322411375,1.493067029375,99.1396514188125,29.5800034735,88.440659549625,0.1145451264375,59.035774915125,0.116416991125,42.820322411375,1.493067029375,99.1396514188125,29.5800034735,88.440659549625,0.1145451264375,59.035774915125,0.116416991125,42.820322411375,autonuma
radiosity:splash2x,0.256067062091,0.693611728954,0.176326266074,1.933897625e-05,0.0016235545752500001,5.119375,0.9030871003307608,0.9934505761067312,0.0828249681875,0.0166706343125,0.002261233375,0.077170071875,0.02081734275,0.1471471350625,0.012263689375,0.0220080155625,0.0828249681875,0.0166706343125,0.002261233375,0.077170071875,0.02081734275,0.1471471350625,0.012263689375,0.0220080155625,0.0828249681875,0.0166706343125,0.002261233375,0.077170071875,0.02081734275,0.1471471350625,0.012263689375,0.0220080155625,0.0828249681875,0.0166706343125,0.002261233375,0.077170071875,0.02081734275,0.1471471350625,0.012263689375,0.0220080155625,0.0828249681875,0.0166706343125,0.002261233375,0.077170071875,0.02081734275,0.1471471350625,0.012263689375,0.0220080155625,0.0828249681875,0.0166706343125,0.002261233375,0.077170071875,0.02081734275,0.1471471350625,0.012263689375,0.0220080155625,0.0828249681875,0.0166706343125,0.002261233375,0.077170071875,0.02081734275,0.1471471350625,0.012263689375,0.0220080155625,0.0828249681875,0.0166706343125,0.002261233375,0.077170071875,0.02081734275,0.1471471350625,0.012263689375,0.0220080155625,node_local
radix:splash2x,0.0470249158274,0.387066366663,0.181824564632,1.628354725e-05,0.11513165433599999,3.5025,0.7108968666751236,1.029012118986412,0.4103638173125,0.41072562725,0.379059196375,0.380496914875,0.4027248681875,0.44340114825,0.4229957455,0.448786191875,0.4103638173125,0.41072562725,0.379059196375,0.380496914875,0.4027248681875,0.44340114825,0.4229957455,0.448786191875,0.4103638173125,0.41072562725,0.379059196375,0.380496914875,0.4027248681875,0.44340114825,0.4229957455,0.448786191875,0.4103638173125,0.41072562725,0.379059196375,0.380496914875,0.4027248681875,0.44340114825,0.4229957455,0.448786191875,0.4103638173125,0.41072562725,0.379059196375,0.380496914875,0.4027248681875,0.44340114825,0.4229957455,0.448786191875,0.4103638173125,0.41072562725,0.379059196375,0.380496914875,0.4027248681875,0.44340114825,0.4229957455,0.448786191875,0.4103638173125,0.41072562725,0.379059196375,0.380496914875,0.4027248681875,0.44340114825,0.4229957455,0.448786191875,0.4103638173125,0.41072562725,0.379059196375,0.380496914875,0.4027248681875,0.44340114825,0.4229957455,0.448786191875,autonuma
raytrace:splash2x,0.783720403337,2.4287965576499997,0.37009255596999996,0.0027927141455,0.0093066398095,15.22625,0.9609498264436732,0.9524591445773712,0.782008377,0.67088277225,0.0314644445,3.86448981925,2.0618226170625,0.688112895375,2.5651399935625,0.0611083775625,0.782008377,0.67088277225,0.0314644445,3.86448981925,2.0618226170625,0.688112895375,2.5651399935625,0.0611083775625,0.782008377,0.67088277225,0.0314644445,3.86448981925,2.0618226170625,0.688112895375,2.5651399935625,0.0611083775625,0.782008377,0.67088277225,0.0314644445,3.86448981925,2.0618226170625,0.688112895375,2.5651399935625,0.0611083775625,0.782008377,0.67088277225,0.0314644445,3.86448981925,2.0618226170625,0.688112895375,2.5651399935625,0.0611083775625,0.782008377,0.67088277225,0.0314644445,3.86448981925,2.0618226170625,0.688112895375,2.5651399935625,0.0611083775625,0.782008377,0.67088277225,0.0314644445,3.86448981925,2.0618226170625,0.688112895375,2.5651399935625,0.0611083775625,0.782008377,0.67088277225,0.0314644445,3.86448981925,2.0618226170625,0.688112895375,2.5651399935625,0.0611083775625,node_local
sp.c:npb,17.3448699761,250.00727136400002,62.1397911913,3.79779038796,22.260152182600002,1467.5975,1.5073849250979607,1.1606900209533142,24.03169030025,63.4762346501875,12.1256883119375,62.24915740825,12.2304052284375,40.6765419549375,11.317021677625,41.9262178474375,24.03169030025,63.4762346501875,12.1256883119375,62.24915740825,12.2304052284375,40.6765419549375,11.317021677625,41.9262178474375,24.03169030025,63.4762346501875,12.1256883119375,62.24915740825,12.2304052284375,40.6765419549375,11.317021677625,41.9262178474375,24.03169030025,63.4762346501875,12.1256883119375,62.24915740825,12.2304052284375,40.6765419549375,11.317021677625,41.9262178474375,24.03169030025,63.4762346501875,12.1256883119375,62.24915740825,12.2304052284375,40.6765419549375,11.317021677625,41.9262178474375,24.03169030025,63.4762346501875,12.1256883119375,62.24915740825,12.2304052284375,40.6765419549375,11.317021677625,41.9262178474375,24.03169030025,63.4762346501875,12.1256883119375,62.24915740825,12.2304052284375,40.6765419549375,11.317021677625,41.9262178474375,24.03169030025,63.4762346501875,12.1256883119375,62.24915740825,12.2304052284375,40.6765419549375,11.317021677625,41.9262178474375,interleave
volrend:splash2x,0.0010418762916,0.002907730899,0.0009978119070999999,2.412725e-08,0.0001081264545,1.124375,0.9661654135338344,1.0084080717488788,0.02037952275,0.008626819625,0.0003435855625,0.013071483,0.000530901125,0.0053616710625,0.0004304348125,0.0007590405,0.02037952275,0.008626819625,0.0003435855625,0.013071483,0.000530901125,0.0053616710625,0.0004304348125,0.0007590405,0.02037952275,0.008626819625,0.0003435855625,0.013071483,0.000530901125,0.0053616710625,0.0004304348125,0.0007590405,0.02037952275,0.008626819625,0.0003435855625,0.013071483,0.000530901125,0.0053616710625,0.0004304348125,0.0007590405,0.02037952275,0.008626819625,0.0003435855625,0.013071483,0.000530901125,0.0053616710625,0.0004304348125,0.0007590405,0.02037952275,0.008626819625,0.0003435855625,0.013071483,0.000530901125,0.0053616710625,0.0004304348125,0.0007590405,0.02037952275,0.008626819625,0.0003435855625,0.013071483,0.000530901125,0.0053616710625,0.0004304348125,0.0007590405,0.02037952275,0.008626819625,0.0003435855625,0.013071483,0.000530901125,0.0053616710625,0.0004304348125,0.0007590405,autonuma
water_nsquared:splash2x,2.97890417078,3.01568972973,0.2205044616,0.0007250147835000001,0.0176982702852,24.320625,1.0049066446298065,1.04985835694051,2.6591438480625,1.6810164623125,0.0140746166875,4.1891916454375,1.64523022975,2.4812393795,0.831066385125,0.017837798375,2.6591438480625,1.6810164623125,0.0140746166875,4.1891916454375,1.64523022975,2.4812393795,0.831066385125,0.017837798375,2.6591438480625,1.6810164623125,0.0140746166875,4.1891916454375,1.64523022975,2.4812393795,0.831066385125,0.017837798375,2.6591438480625,1.6810164623125,0.0140746166875,4.1891916454375,1.64523022975,2.4812393795,0.831066385125,0.017837798375,2.6591438480625,1.6810164623125,0.0140746166875,4.1891916454375,1.64523022975,2.4812393795,0.831066385125,0.017837798375,2.6591438480625,1.6810164623125,0.0140746166875,4.1891916454375,1.64523022975,2.4812393795,0.831066385125,0.017837798375,2.6591438480625,1.6810164623125,0.0140746166875,4.1891916454375,1.64523022975,2.4812393795,0.831066385125,0.017837798375,2.6591438480625,1.6810164623125,0.0140746166875,4.1891916454375,1.64523022975,2.4812393795,0.831066385125,0.017837798375,autonuma
water_spatial:splash2x,0.772013505552,0.810678869694,0.149117047029,0.00781276794675,0.00180406648025,13.41875,1.078081847853377,1.025261448832434,0.1382571120625,0.1823709245625,0.009543671,0.794155633375,0.0845785935,0.3920545285625,0.09155329625,0.0195497780625,0.1382571120625,0.1823709245625,0.009543671,0.794155633375,0.0845785935,0.3920545285625,0.09155329625,0.0195497780625,0.1382571120625,0.1823709245625,0.009543671,0.794155633375,0.0845785935,0.3920545285625,0.09155329625,0.0195497780625,0.1382571120625,0.1823709245625,0.009543671,0.794155633375,0.0845785935,0.3920545285625,0.09155329625,0.0195497780625,0.1382571120625,0.1823709245625,0.009543671,0.794155633375,0.0845785935,0.3920545285625,0.09155329625,0.0195497780625,0.1382571120625,0.1823709245625,0.009543671,0.794155633375,0.0845785935,0.3920545285625,0.09155329625,0.0195497780625,0.1382571120625,0.1823709245625,0.009543671,0.794155633375,0.0845785935,0.3920545285625,0.09155329625,0.0195497780625,0.1382571120625,0.1823709245625,0.009543671,0.794155633375,0.0845785935,0.3920545285625,0.09155329625,0.0195497780625,interleave
